,price,ilan_no,ilan_tarih,marka,seri,model,yıl,km,vites_tipi,yakıt_tipi,kasa_tipi,motor_hacmi,motor_gucu,cekis,boya_degisen,arac_turu,garanti,plaka_uyruk,renk,Araç ilk sahibindenmi,Yıllık mtv tutarı,Takasa uygunmu,tramer,sag_arka_camurluk,arka_kaput,sol_arka_camurluk,tavan,sol_arka_kapi,sol_on_kapi,sag_on_camurluk,motor_kaputu,sol_on_camurluk,on_tampon,arka_tampon,sag_arka_kapi,sag_on_kapi
655,1.400.000,22023092,22 Mart 2023,BMW,1 Serisi,118i First Edition M Sport,2020,16.500 km,Yarı Otomatik,Benzin,Hatchback/5,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,Takasa Uygun:,Şirket,Garantisi Var,(TR) Türkiye,Mavi (metalik),İlk Sahibi Değilim,,Takasa Uygun,Tramer tutarı yok,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal
656,759.900,22059782,22 Mart 2023,BMW,5 Serisi,520d Premium,2009,137.000 km,Otomatik,Dizel,Sedan,1995 cc,177 hp,Arkadan İtiş,Belirtilmemiş,Bireysel,Garantisi Yok,(TR) Türkiye,Siyah,İlk Sahibi Değilim,3.047 TL,Takasa Uygun,,,,,,,,,,,,,,
657,1.000.000,22226529,22 Mart 2023,BMW,5 Serisi,525d xDrive Comfort,2012,205.000 km,Otomatik,Dizel,Sedan,1995 cc,218 hp,4WD (Sürekli),Belirtilmemiş,Bireysel,Garantisi Yok,(TR) Türkiye,Siyah,İlk Sahibiyim,5.119 TL,Takasa Uygun Değil,,,,,,,,,,,,,,
658,138.500,21982522,22 Mart 2023,BMW,5 Serisi,520i Standart,1990,133.000 km,Düz,LPG & Benzin,Sedan,1991 cc,150 hp,Arkadan İtiş,Belirtilmemiş,Bireysel,Garantisi Yok,(TR) Türkiye,Füme,İlk Sahibi Değilim,1.198 TL,Takasa Uygun,,,,,,,,,,,,,,
659,1.065.000,22226285,22 Mart 2023,BMW,3 Serisi,320i ED 40th Year Edition,2015,153.000 km,Otomatik,Benzin,Sedan,1598 cc,170 hp,Arkadan İtiş,Belirtilmemiş,Bireysel,-,(TR) Türkiye,-,İlk Sahibiyim,1.606 TL,Takasa Uygun Değil,,,,,,,,,,,,,,
660,650.000,22225940,22 Mart 2023,BMW,3 Serisi,320i,2007,206.000 km,Otomatik,Benzin,Sedan,1995 cc,150 hp,Arkadan İtiş,Takasa Uygun:,,,,,,,,Toplam Tramer Tutarı: 318 TL,,,,,,Boyanmış,,,,,,,
661,1.090.000,22219556,22 Mart 2023,BMW,3 Serisi,318i M Sport,2016,140.000 km,Otomatik,Benzin,Station wagon,1499 cc,136 hp,Arkadan İtiş,Takasa Uygun:,Bireysel,-,(TR) Türkiye,-,İlk Sahibiyim,1.606 TL,Takasa Uygun Değil,,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal
662,2.460.000,22225808,22 Mart 2023,BMW,5 Serisi,530i xDrive Executive Luxury,2017,89.432 km,Otomatik,Benzin,Sedan,1998 cc,252 hp,4WD (Sürekli),Belirtilmemiş,Bireysel,Garantisi Yok,(TR) Türkiye,Füme,İlk Sahibiyim,8.709 TL,Takasa Uygun,,,,,,,,,,,,,,
663,1.175.000,22225853,22 Mart 2023,BMW,5 Serisi,520d Premium,2013,205.000 km,Otomatik,Dizel,Sedan,1995 cc,184 hp,Arkadan İtiş,Takasa Uygun:,Bireysel,Garantisi Yok,(TR) Türkiye,Beyaz,İlk Sahibi Değilim,5.119 TL,Takasa Uygun Değil,Tramer tutarı yok,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal
664,875.000,22225701,22 Mart 2023,BMW,1 Serisi,116d Joy Plus,2016,71.000 km,Otomatik,Dizel,Hatchback/5,1496 cc,116 hp,Arkadan İtiş,Takasa Uygun:,Bireysel,-,(TR) Türkiye,-,İlk Sahibiyim,1.606 TL,Takasa Uygun Değil,Tramer tutarı yok,,,Boyanmış,,Boyanmış,,,,,,,,
