,price,ilan_no,ilan_tarih,marka,seri,model,yıl,km,vites_tipi,yakıt_tipi,kasa_tipi,motor_hacmi,motor_gucu,cekis,boya_degisen,arac_turu,garanti,plaka_uyruk,renk,Araç ilk sahibindenmi,Yıllık mtv tutarı,Takasa uygunmu,tramer,sag_arka_camurluk,arka_kaput,sol_arka_camurluk,tavan,sol_arka_kapi,sol_on_kapi,sag_on_camurluk,motor_kaputu,sol_on_camurluk,on_tampon,arka_tampon,sag_arka_kapi,sag_on_kapi
788,210.000,22179003,16 Mart 2023,Citroen,C3,1.4 HDi SX,2004,250.000 km,Düz,Dizel,Hatchback/5,1398 cc,93 hp,Önden Çekiş,Takasa Uygun:,Bireysel,Garantisi Yok,(TR) Türkiye,Gri (metalik),İlk Sahibi Değilim,436 TL,Takasa Uygun,Toplam Tramer Tutarı: 3.000 TL,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal
789,210.000,22177664,16 Mart 2023,Citroen,C3,1.4 HDi SX,2005,312.000 km,Düz,Dizel,Hatchback/5,1398 cc,93 hp,Önden Çekiş,Takasa Uygun:,Bireysel,Garantisi Yok,(TR) Türkiye,Gri (Gümüş),İlk Sahibi Değilim,436 TL,Takasa Uygun,Toplam Tramer Tutarı: 1.500 TL,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal
790,325.000,22174418,16 Mart 2023,Citroen,C3,1.4 HDi Attraction,2010,153.000 km,Düz,Dizel,Hatchback/5,1398 cc,71 hp,Önden Çekiş,Takasa Uygun:,Bireysel,Garantisi Yok,(TR) Türkiye,Siyah,İlk Sahibi Değilim,1.135 TL,Takasa Uygun,Toplam Tramer Tutarı: 8.000 TL,,Boyanmış,,,,,Değişmiş,Boyanmış,,,,,Boyanmış
791,317.500,22174782,16 Mart 2023,Citroen,C3,1.4 HDi Attraction,2012,194.000 km,Düz,Dizel,Hatchback/5,1398 cc,71 hp,Önden Çekiş,Belirtilmemiş,Bireysel,Garantisi Yok,(TR) Türkiye,-,İlk Sahibi Değilim,1.606 TL,Takasa Uygun Değil,Toplam Tramer Tutarı: 400 TL,,,,,,Lokal Boyanmış,,,,,,,
792,619.000,21252827,15 Mart 2023,Citroen,C3,1.2 PureTech Shine,2020,33.000 km,Otomatik,Benzin,Hatchback/5,1199 cc,112 hp,Önden Çekiş,Belirtilmemiş,Bireysel,-,(TR) Türkiye,-,İlk Sahibiyim,2.545 TL,Takasa Uygun Değil,,,,,,,,,,,,,,
793,185.000,22172767,15 Mart 2023,Citroen,C3,1.4 HDi X Furio,2006,256.501 km,Düz,Dizel,Hatchback/5,1398 cc,71 hp,Önden Çekiş,Takasa Uygun:,Bireysel,Garantisi Yok,(TR) Türkiye,Gri,İlk Sahibi Değilim,436 TL,Takasa Uygun Değil,Tramer tutarı belirtilmemiş,,Boyanmış,,,,,Boyanmış,Boyanmış,Boyanmış,,,,
794,625.000,22170679,15 Mart 2023,Citroen,C3,1.2 PureTech Feel S Edition,2021,6.001 km,Düz,Benzin,Hatchback/5,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,Takasa Uygun:,Bireysel,Garantisi Var,(TR) Türkiye,Gri (titanyum),İlk Sahibiyim,,Takasa Uygun Değil,Tramer tutarı yok,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal
795,255.000,22168880,15 Mart 2023,Citroen,C3,1.4 HDi SX,2005,181.900 km,Düz,Dizel,Hatchback/5,1398 cc,93 hp,Önden Çekiş,Belirtilmemiş,Bireysel,-,(TR) Türkiye,-,İlk Sahibiyim,436 TL,Takasa Uygun Değil,,,,,,,,,,,,,,
796,450.000,22169649,15 Mart 2023,Citroen,C3,1.2 PureTech Feel S Edition,2020,33.000 km,Düz,Benzin,Hatchback/5,1199 cc,83 hp,Önden Çekiş,Takasa Uygun:,Bireysel,-,(TR) Türkiye,Kırmızı,İlk Sahibiyim,2.120 TL,Takasa Uygun,Bu araç ağır hasar kayıtlıdır.,,,,,,Lokal Boyanmış,Boyanmış,,Boyanmış,,,,Lokal Boyanmış
797,256.950,22163788,14 Mart 2023,Citroen,C3,1.4 HDi X Furio,2007,192.000 km,Düz,Dizel,Hatchback/5,1398 cc,71 hp,Önden Çekiş,Takasa Uygun:,Bireysel,Garantisi Yok,(TR) Türkiye,Gri,İlk Sahibi Değilim,436 TL,-,Toplam Tramer Tutarı: 1.062 TL,Boyanmış,Orijinal,Boyanmış,Orijinal,Değişmiş,Boyanmış,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal
798,301.000,22160812,14 Mart 2023,Citroen,C3,1.4 HDi Attraction,2010,220.000 km,Düz,Dizel,Hatchback/5,1398 cc,71 hp,Önden Çekiş,Takasa Uygun:,Bireysel,Garantisi Yok,(TR) Türkiye,Beyaz,İlk Sahibi Değilim,1.135 TL,Takasa Uygun,Toplam Tramer Tutarı: 8.700 TL,Boyanmış,Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Boyanmış,Orijinal
799,435.000,22159613,14 Mart 2023,Citroen,C3,1.4 e-HDi Confort,2015,156.000 km,Yarı Otomatik,Dizel,Hatchback/5,1398 cc,71 hp,Önden Çekiş,Belirtilmemiş,Bireysel,Garantisi Yok,(TR) Türkiye,Beyaz,İlk Sahibi Değilim,1.606 TL,Takasa Uygun Değil,Tramer tutarı belirtilmemiş,Lokal Boyanmış,Orijinal,Lokal Boyanmış,Orijinal,Orijinal,Lokal Boyanmış,Orijinal,Orijinal,Lokal Boyanmış,Orijinal,Orijinal,Lokal Boyanmış,Orijinal
800,705.000,21743703,13 Mart 2023,Citroen,C3,1.5 BlueHDI Shine,2020,19.000 km,Otomatik,Dizel,Cabrio,,,,Takasa Uygun:,Bireysel,-,(TR) Türkiye,Füme,İlk Sahibiyim,,Takasa Uygun Değil,,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal
801,525.000,22158546,13 Mart 2023,Citroen,C3,1.2 PureTech Feel S Edition,2020,36.000 km,Düz,Benzin,Hatchback/5,1199 cc,83 hp,Önden Çekiş,Takasa Uygun:,Bireysel,Garantisi Yok,(TR) Türkiye,Beyaz,İlk Sahibi Değilim,2.120 TL,Takasa Uygun Değil,Toplam Tramer Tutarı: 0 TL,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal
802,245.000,22157506,13 Mart 2023,Citroen,C3,1.4 HDi SX,2005,245.000 km,Düz,Dizel,Hatchback/5,1398 cc,93 hp,Önden Çekiş,Belirtilmemiş,Bireysel,-,(TR) Türkiye,-,İlk Sahibiyim,436 TL,Takasa Uygun Değil,,,,,,,,,,,,,,
803,205.000,22156916,13 Mart 2023,Citroen,C3,1.4 HDi X Furio,2009,305.000 km,Düz,Dizel,Hatchback/5,1398 cc,71 hp,Önden Çekiş,Belirtilmemiş,Bireysel,-,(TR) Türkiye,-,İlk Sahibiyim,1.135 TL,Takasa Uygun Değil,,,,,,,,,,,,,,
804,164.500,22156274,13 Mart 2023,Citroen,C3,1.4 HDi X,2004,229.000 km,Düz,Dizel,Hatchback/5,1398 cc,71 hp,Önden Çekiş,Belirtilmemiş,Bireysel,-,(TR) Türkiye,Beyaz,İlk Sahibi Değilim,436 TL,Takasa Uygun,,,,,,,,,,,,,,
805,239.500,22155752,13 Mart 2023,Citroen,C3,1.4 HDi Confort,2011,277.000 km,Düz,Dizel,Hatchback/5,1398 cc,71 hp,Önden Çekiş,Belirtilmemiş,Bireysel,Garantisi Yok,(TR) Türkiye,Kırmızı,İlk Sahibi Değilim,1.135 TL,Takasa Uygun,,,,,,,,,,,,,,
806,535.000,22155239,13 Mart 2023,Citroen,C3,1.2 PureTech Feel,2021,19.850 km,Düz,Benzin,Hatchback/5,1199 cc,83 hp,Önden Çekiş,Takasa Uygun:,Bireysel,Garantisi Var,(TR) Türkiye,Kırmızı,İlk Sahibi Değilim,2.120 TL,Takasa Uygun,Tramer tutarı yok,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal
